Tamano 10 , Tamano 20 , Tamano 30 , Tamano 40 , Tamano 50 , Tamano 60 , Tamano 70 , Tamano 80 , Tamano 90 , Tamano 100 , Tamano 110 , Tamano 120 , Tamano 130 , Tamano 140 , Tamano 150 , Tamano 160 , Tamano 170 , Tamano 180 , Tamano 190 , Tamano 200 , Tamano 210 , Tamano 220 , Tamano 230 , Tamano 240 , Tamano 250 , Tamano 260 , Tamano 270 , Tamano 280 , Tamano 290 , Tamano 300 , Tamano 310 , Tamano 320 , Tamano 330 , Tamano 340 , Tamano 350 , Tamano 360 , Tamano 370 , Tamano 380 , Tamano 390 , Tamano 400 , Tamano 410 , Tamano 420 , Tamano 430 , Tamano 440 , Tamano 450 , Tamano 460 , Tamano 470 , Tamano 480 , Tamano 490 , Tamano 500 , Tamano 510 , Tamano 520 , Tamano 530 , Tamano 540 , Tamano 550 , Tamano 560 , Tamano 570 , Tamano 580 , Tamano 590 , Tamano 600 , Tamano 610 , Tamano 620 , Tamano 630 , Tamano 640 , Tamano 650 , Tamano 660 , Tamano 670 , Tamano 680 , Tamano 690 , Tamano 700 , Tamano 710 , Tamano 720 , Tamano 730 , Tamano 740 , Tamano 750 , Tamano 760 , Tamano 770 , Tamano 780 , Tamano 790 , Tamano 800 , Tamano 810 , Tamano 820 , Tamano 830 , Tamano 840 , Tamano 850 , Tamano 860 , Tamano 870 , Tamano 880 , Tamano 890 , Tamano 900 , Tamano 910 , Tamano 920 , Tamano 930 , Tamano 940 , Tamano 950 , Tamano 960 , Tamano 970 , Tamano 980 , Tamano 990 , Tamano 1000
100 , 400 , 500 , 700 , 1400 , 2100 , 2100 , 3500 , 4000 , 5300 , 5600 , 8400 , 9900 , 9700 , 11500 , 12200 , 16500 , 17800 , 19900 , 23300 , 26900 , 26200 , 31500 , 30100 , 30300 , 38700 , 32400 , 34700 , 49300 , 53800 , 57500 , 66900 , 50800 , 57500 , 55200 , 75100 , 68900 , 87900 , 69600 , 111400 , 91200 , 109800 , 134900 , 121400 , 97300 , 100700 , 124000 , 122400 , 154000 , 151100 , 117800 , 217900 , 166700 , 128900 , 167200 , 153800 , 154600 , 217700 , 225000 , 223600 , 319100 , 193100 , 230600 , 233200 , 233200 , 230700 , 237900 , 383500 , 361900 , 255600 , 278500 , 297100 , 236300 , 260500 , 255100 , 313000 , 309200 , 325300 , 285200 , 346700 , 364500 , 317100 , 350800 , 317100 , 330400 , 410400 , 444900 , 365600 , 444100 , 432100 , 384700 , 399100 , 399100 , 412000 , 410400 , 466800 , 512100 , 440000 , 550300 , 457000
100 , 400 , 400 , 700 , 1600 , 2100 , 2200 , 3600 , 4000 , 5800 , 5600 , 8900 , 10000 , 9700 , 11500 , 12200 , 16700 , 17700 , 19000 , 20300 , 27400 , 25300 , 31000 , 52500 , 30500 , 39000 , 32400 , 37300 , 49500 , 52700 , 58100 , 62500 , 50600 , 55200 , 54800 , 77200 , 77400 , 85200 , 69400 , 111500 , 94200 , 128400 , 103800 , 120100 , 101800 , 129900 , 91400 , 143000 , 212600 , 192500 , 125300 , 181400 , 144100 , 139600 , 202000 , 157800 , 145100 , 209700 , 194600 , 204400 , 213900 , 178700 , 367000 , 212000 , 212400 , 217400 , 310400 , 277400 , 287500 , 295100 , 278700 , 237000 , 236600 , 252900 , 250400 , 324700 , 289000 , 336800 , 275900 , 351800 , 364000 , 333200 , 349500 , 338000 , 332100 , 412000 , 378500 , 357900 , 436100 , 391400 , 390800 , 403800 , 456200 , 431500 , 411900 , 431200 , 525700 , 428300 , 559500 , 516900
100 , 400 , 500 , 700 , 1400 , 2100 , 2100 , 3700 , 4000 , 5600 , 5600 , 9000 , 10000 , 9400 , 11500 , 12200 , 26800 , 17700 , 17800 , 22300 , 29800 , 26000 , 31100 , 36500 , 30300 , 39600 , 32500 , 34700 , 52300 , 52700 , 68000 , 55300 , 70200 , 49900 , 54500 , 81400 , 75300 , 86300 , 78800 , 103600 , 96800 , 119400 , 125800 , 116300 , 124100 , 103300 , 109800 , 108400 , 138200 , 117400 , 120600 , 177400 , 144300 , 131500 , 163100 , 193800 , 166800 , 281800 , 252700 , 229400 , 319000 , 230300 , 372300 , 280700 , 195400 , 250500 , 299300 , 290500 , 277900 , 270300 , 278800 , 231300 , 236400 , 259400 , 248900 , 334500 , 343200 , 334100 , 275800 , 355100 , 367600 , 337100 , 391500 , 345100 , 333600 , 398200 , 343500 , 362500 , 499100 , 379500 , 385900 , 368700 , 496100 , 416800 , 423100 , 586700 , 535600 , 437500 , 562400 , 494300
100 , 400 , 500 , 700 , 1400 , 2100 , 2200 , 3700 , 4000 , 5800 , 5700 , 9000 , 10100 , 9500 , 11500 , 12100 , 16000 , 17800 , 16600 , 22200 , 31800 , 23200 , 31500 , 46300 , 30300 , 40900 , 34100 , 64800 , 49200 , 54400 , 51400 , 115800 , 62300 , 50400 , 54500 , 85100 , 66700 , 87100 , 69400 , 105200 , 92100 , 90300 , 102600 , 105000 , 193000 , 104600 , 92000 , 105200 , 157200 , 116300 , 130200 , 126700 , 148200 , 153600 , 161200 , 183200 , 169100 , 161300 , 256900 , 205800 , 257400 , 232200 , 332500 , 271000 , 202900 , 266500 , 254600 , 314500 , 236600 , 270600 , 278300 , 226600 , 242500 , 248800 , 248900 , 318700 , 298900 , 342600 , 275900 , 343400 , 366500 , 319400 , 422400 , 339400 , 334000 , 398300 , 356900 , 527300 , 394600 , 419300 , 391700 , 377300 , 474300 , 414500 , 409900 , 428800 , 513300 , 425000 , 561900 , 499400
100 , 400 , 500 , 700 , 1500 , 2000 , 2100 , 10900 , 4500 , 5500 , 5600 , 8900 , 10100 , 11800 , 11500 , 12200 , 15600 , 18000 , 16800 , 46700 , 26500 , 22900 , 30500 , 35800 , 37300 , 38400 , 33200 , 35500 , 49100 , 53300 , 52700 , 54400 , 67700 , 50200 , 54600 , 83200 , 64100 , 83900 , 69700 , 105200 , 91000 , 83900 , 107400 , 114400 , 105700 , 107900 , 110200 , 105100 , 150100 , 125900 , 120800 , 151600 , 130200 , 139300 , 167300 , 228400 , 197200 , 194700 , 202700 , 225700 , 327400 , 257700 , 289600 , 263300 , 277900 , 260800 , 248200 , 281700 , 224000 , 279600 , 278200 , 226100 , 278400 , 260600 , 249100 , 312000 , 289200 , 336300 , 275700 , 347900 , 369500 , 315500 , 388500 , 322000 , 356300 , 404000 , 365900 , 403800 , 373700 , 377000 , 399900 , 367400 , 461900 , 433000 , 403300 , 420500 , 512200 , 424600 , 552600 , 573800
100 , 400 , 500 , 700 , 1300 , 2100 , 2200 , 3600 , 4700 , 5300 , 5600 , 9000 , 10100 , 9600 , 11500 , 12100 , 14300 , 17800 , 45400 , 22900 , 82700 , 22900 , 30600 , 31600 , 33400 , 38500 , 32300 , 35000 , 49200 , 52500 , 51700 , 66500 , 78000 , 50100 , 54500 , 83200 , 67200 , 87000 , 87400 , 105900 , 91000 , 91000 , 97800 , 107400 , 180700 , 104300 , 125800 , 107400 , 163500 , 116200 , 118300 , 123200 , 129300 , 129000 , 173600 , 180700 , 180000 , 325400 , 201000 , 183200 , 221400 , 198400 , 339000 , 188100 , 486500 , 299500 , 302700 , 236800 , 221000 , 269200 , 279400 , 226300 , 243000 , 245800 , 248900 , 317200 , 285300 , 321200 , 323300 , 344500 , 360300 , 322400 , 389500 , 358600 , 334700 , 433700 , 353000 , 371100 , 368200 , 378800 , 402200 , 383000 , 466600 , 423500 , 402900 , 410000 , 501000 , 424600 , 556400 , 575400
100 , 500 , 500 , 700 , 1300 , 2000 , 2200 , 3600 , 4800 , 5800 , 5600 , 9000 , 10100 , 9700 , 11500 , 12200 , 14600 , 18500 , 20400 , 22700 , 113600 , 22800 , 31500 , 45500 , 30200 , 37900 , 36100 , 41100 , 49600 , 53200 , 49100 , 48900 , 81800 , 53200 , 90000 , 83100 , 66300 , 73500 , 69900 , 104200 , 82300 , 91400 , 86700 , 116300 , 124000 , 104200 , 110900 , 113200 , 141100 , 115000 , 152400 , 125400 , 129000 , 138300 , 165600 , 170600 , 158200 , 191700 , 242500 , 263100 , 218800 , 182600 , 206800 , 297600 , 198600 , 223200 , 272700 , 319600 , 252000 , 272400 , 282000 , 227900 , 254100 , 252800 , 258200 , 312000 , 284200 , 321000 , 283900 , 345500 , 356800 , 311700 , 382600 , 333700 , 341500 , 410200 , 365900 , 359400 , 383700 , 365700 , 393600 , 383800 , 531900 , 511100 , 403000 , 409700 , 505400 , 424400 , 557700 , 491600
100 , 400 , 400 , 700 , 1300 , 2100 , 2200 , 4000 , 4300 , 5500 , 5600 , 9000 , 10300 , 9600 , 11500 , 12200 , 14400 , 18100 , 183900 , 23500 , 29600 , 22800 , 30900 , 35600 , 30400 , 38400 , 34100 , 36100 , 49400 , 52700 , 51300 , 48300 , 60700 , 50300 , 57400 , 83200 , 64100 , 72100 , 73600 , 105100 , 91900 , 87800 , 95000 , 109500 , 113700 , 103300 , 109500 , 105800 , 139100 , 118100 , 116700 , 135800 , 135600 , 136400 , 164600 , 170400 , 163400 , 231200 , 233700 , 240700 , 182600 , 184300 , 202200 , 240500 , 234900 , 221600 , 207900 , 310400 , 229400 , 270600 , 281000 , 226700 , 241300 , 268000 , 261300 , 328800 , 281600 , 323700 , 283300 , 352600 , 361000 , 319400 , 388200 , 341100 , 350900 , 400600 , 367400 , 341100 , 387400 , 390400 , 387600 , 377500 , 487000 , 409700 , 408200 , 416600 , 521100 , 466200 , 557600 , 456800
100 , 500 , 500 , 700 , 1200 , 2000 , 2100 , 4000 , 4000 , 5300 , 5600 , 8900 , 9200 , 9600 , 11500 , 12100 , 14400 , 19300 , 19800 , 23300 , 22900 , 22700 , 79900 , 37100 , 33000 , 42100 , 32300 , 43700 , 49500 , 57200 , 54000 , 65800 , 60500 , 49900 , 103600 , 78500 , 83800 , 72000 , 72200 , 107200 , 84800 , 83000 , 87900 , 109400 , 133500 , 110100 , 109400 , 123700 , 157700 , 119600 , 121500 , 137200 , 135100 , 128500 , 163800 , 170600 , 211100 , 223300 , 243700 , 249000 , 185800 , 179700 , 238400 , 243200 , 256700 , 393800 , 230700 , 400300 , 249700 , 285700 , 278300 , 261200 , 360700 , 253300 , 284700 , 324000 , 321600 , 333900 , 283400 , 348000 , 368500 , 305900 , 388700 , 408500 , 330600 , 411700 , 367000 , 341100 , 386800 , 392700 , 379300 , 377900 , 473600 , 409000 , 404400 , 407000 , 526300 , 468000 , 555700 , 448000
100 , 400 , 500 , 700 , 1200 , 2100 , 2200 , 3700 , 3900 , 6400 , 5600 , 8900 , 9400 , 9600 , 12200 , 12200 , 14400 , 19300 , 19900 , 42300 , 38700 , 22700 , 92100 , 45000 , 35600 , 41000 , 32300 , 38800 , 49600 , 56700 , 55800 , 65900 , 59500 , 50200 , 54700 , 77300 , 64600 , 69300 , 74800 , 100700 , 81300 , 87800 , 89500 , 109400 , 148600 , 127400 , 113700 , 109000 , 185200 , 129000 , 115700 , 128300 , 169400 , 131300 , 163600 , 199900 , 202200 , 375900 , 214100 , 243900 , 238100 , 225800 , 216300 , 198800 , 280400 , 336100 , 288500 , 339600 , 226800 , 286400 , 278300 , 234200 , 293000 , 241000 , 274800 , 317400 , 389800 , 324900 , 287400 , 350500 , 361700 , 306200 , 395500 , 340100 , 342300 , 436700 , 392700 , 502200 , 442100 , 369200 , 372600 , 390400 , 475800 , 427000 , 411900 , 406900 , 506200 , 438600 , 555000 , 481800
